date,stadium,home_team,away_team,home_tries,home_penalties,home_conversions,home_drop_goals,away_tries,away_penalties,away_conversions,away_drop_goals
2006-11-25,Lisbon,Portugal,Georgia,1,2,0,0,1,2,0,0
2007-01-20,Casablanca,Morocco,Portugal,1,0,0,0,1,1,1,0
2007-01-27,Lisbon,Portugal,Morocco,1,3,1,0,2,1,1,0
2007-02-10,Henderson,Korea,Tonga,0,1,0,0,13,0,10,0
2007-03-10,Lisbon,Portugal,Uruguay,2,0,1,0,1,0,0,0
2007-03-24,Montevideo,Uruguay,Portugal,2,2,1,0,0,4,0,0
2004-07-17,Wellington,New Zealand,Australia,1,3,1,0,1,0,1,0
2004-07-24,Christchurch,New Zealand,South Africa,1,6,0,0,3,0,3,0
2004-07-31,Perth,Australia,South Africa,4,2,2,0,3,3,1,0
2004-08-07,Sydney,Australia,New Zealand,1,6,0,0,0,6,0,0
2004-08-14,Johannesburg,South Africa,New Zealand,5,3,3,0,2,4,2,0
2004-08-21,Durban,South Africa,Australia,2,3,2,0,3,0,2,0
2004-06-26,Hamilton,New Zealand,Argentina,5,2,5,0,1,0,1,0
2004-11-20,Marseille,France,Argentina,1,3,0,0,2,4,1,0
2004-11-27,Lansdowne Road,Ireland,Argentina,0,5,0,2,1,4,1,0
2004-06-12,Dunedin,New Zealand,England,3,5,3,0,0,1,0,0
2004-06-19,Auckland,New Zealand,England,5,1,4,0,0,4,0,0
2004-06-26,Brisbane,Australia,England,6,5,3,0,2,1,1,0
2004-06-12,Bloemfontein,South Africa,Ireland,4,3,1,0,1,3,0,1
2004-06-19,Cape Town,South Africa,Ireland,2,4,2,0,2,0,2,1
2004-06-26,Bucharest,Romania,Italy,3,2,2,0,4,0,2,0
2004-07-04,Tokyo,Japan,Italy,1,3,1,1,4,2,3,0
2004-06-04,Wellington,Samoa,Scotland,0,1,0,0,5,3,2,0
2004-06-04,Wellington,Samoa,Scotland,0,1,0,0,5,3,2,0
2004-06-13,Melbourne,Australia,Scotland,4,3,3,0,0,5,0,0
2004-06-19,Sydney,Australia,Scotland,5,1,3,0,1,2,1,0
2004-06-12,Tucuman,Argentina,Wales,6,4,4,0,5,3,5,0
2004-06-19,Buenos Aires,Argentina,Wales,3,1,1,0,4,3,3,0
2004-06-26,Pretoria,South Africa,Wales,7,2,6,0,2,2,1,0
2004-07-03,Hartford,United States of America,France,5,0,3,0,5,2,4,0
2004-07-10,Toronto,Canada,France,1,2,1,0,5,4,5,0
2004-07-03,Adelaide,Australia,Pacific Islanders,5,0,2,0,2,0,2,0
2004-07-10,North Shore City,New Zealand,Pacific Islanders,6,1,4,0,4,0,3,0
2004-07-17,Gosford,Pacific Islanders,South Africa,4,0,2,0,4,4,3,0
2004-07-17,Gosford,Pacific Islanders,South Africa,4,0,2,0,4,4,3,0
2004-11-06,Millennium Stadium,Wales,South Africa,3,5,3,0,4,4,3,0
2004-11-13,Lansdowne Road,Ireland,South Africa,1,3,0,1,0,4,0,0
2004-11-20,Twickenham,England,South Africa,2,5,2,1,1,3,1,0
2004-11-27,Murrayfield,Scotland,South Africa,1,1,1,0,5,1,4,3
2004-12-04,Buenos Aires,Argentina,South Africa,1,0,1,0,5,2,4,0
2004-11-06,Murrayfield,Scotland,Australia,2,0,2,0,4,1,4,0
2004-11-13,Stade de France,France,Australia,2,5,1,0,1,3,0,0
2004-11-20,Glasgow,Scotland,Australia,1,4,0,0,4,1,4,0
2004-11-27,Twickenham,England,Australia,3,0,2,0,2,3,1,0
2004-11-06,L'Aquila,Italy,Canada,6,3,6,0,0,2,0,0
2004-11-13,Twickenham,England,Canada,12,0,5,0,0,0,0,0
2004-11-13,Perth,Scotland,Japan,15,1,11,0,1,1,0,0
2004-11-20,Bucharest,Romania,Japan,3,2,2,0,1,1,1,0
2004-11-26,Millennium Stadium,Wales,Japan,14,0,14,0,0,0,0,0
2004-11-13,Rome,Italy,New Zealand,1,1,1,0,9,0,7,0
2004-11-20,Millennium Stadium,Wales,New Zealand,2,5,0,0,3,3,1,0
2004-11-27,Stade de France,France,New Zealand,0,2,0,0,5,4,4,0
2004-11-12,Millennium Stadium,Wales,Romania,10,0,8,0,1,0,1,0
2004-11-20,Lansdowne Road,Ireland,United States of America,7,2,7,0,0,2,0,0
2004-11-27,Biella-in-Piedmont,Italy,United States of America,5,4,3,0,3,2,2,0
2004-02-21,Murrayfield,Scotland,England,1,2,1,0,4,3,3,0
2004-03-27,Lansdowne Road,Ireland,Scotland,5,2,3,0,1,2,1,1
2004-03-06,Twickenham,England,Ireland,1,2,1,0,1,4,1,0
2004-06-26,Brisbane,Australia,England,6,5,3,0,2,1,1,0
2004-11-27,Twickenham,England,Australia,3,0,2,0,2,3,1,0
2004-06-13,Melbourne,Australia,Scotland,4,3,3,0,0,5,0,0
2004-06-19,Sydney,Australia,Scotland,5,1,3,0,1,2,1,0
2004-11-06,Murrayfield,Scotland,Australia,2,0,2,0,4,1,4,0
2004-11-20,Glasgow,Scotland,Australia,1,4,0,0,4,1,4,0
2004-07-17,Wellington,New Zealand,Australia,1,3,1,0,1,0,1,0
2004-08-07,Sydney,Australia,New Zealand,1,6,0,0,0,6,0,0
2004-08-14,Johannesburg,South Africa,New Zealand,5,3,3,0,2,4,2,0
2004-11-27,Stade de France,France,New Zealand,0,2,0,0,5,4,4,0
2004-11-13,Stade de France,France,Australia,2,5,1,0,1,3,0,0
2003-02-16,Lisbon,Portugal,Georgia,3,0,2,5,4,1,2,1
2003-02-22,Tbilisi,Georgia,Spain,5,1,3,0,0,1,0,0
2003-02-22,Lisbon,Portugal,Romania,1,2,1,1,2,1,1,0
2003-03-08,Lisbon,Portugal,Czech Republic,5,4,3,0,1,1,1,0
2003-03-09,Madrid,Spain,Romania,0,1,0,1,3,4,2,0
2003-03-22,Bucharest,Romania,Russia,3,2,1,0,0,4,0,0
2003-03-22,Prague,Czech Republic,Georgia,0,4,0,1,5,1,1,0
2003-03-23,Coimbra,Portugal,Spain,2,5,2,2,1,2,1,1
2003-03-30,Tbilisi,Georgia,Romania,0,2,0,0,3,0,2,0
2003-03-30,Madrid,Spain,Czech Republic,5,3,2,0,4,4,4,0
2003-06-14,Prague,Czech Republic,Russia,3,2,3,0,1,2,1,0
2003-06-22,Prague,Czech Republic,Romania,1,0,0,0,5,3,4,0
2004-02-14,Tbilisi,Georgia,Portugal,2,0,2,0,1,3,1,1
2004-02-14,Krasnodar,Russia,Spain,6,2,0,0,0,2,0,0
2004-02-14,Bucharest,Romania,Czech Republic,8,1,6,0,1,2,0,0
2004-02-21,Constanta,Romania,Portugal,5,1,4,0,0,2,0,0
2004-02-22,Tarragona,Spain,Georgia,0,2,0,0,0,2,0,0
2004-03-06,Tbilisi,Georgia,Russia,0,2,0,1,0,1,0,0
2004-03-06,Bucharest,Romania,Spain,8,0,5,0,1,1,1,0
2004-03-06,Prague,Czech Republic,Portugal,1,0,0,1,2,1,0,0
2004-03-20,Tbilisi,Georgia,Czech Republic,2,3,2,0,1,0,1,0
2004-03-20,Krasnodar,Russia,Romania,4,3,2,0,3,1,3,0
2004-03-21,Ibiza,Spain,Portugal,2,3,0,0,6,1,1,0
2004-03-27,Iasi,Romania,Georgia,2,5,0,0,2,2,1,0
2004-03-27,Prague,Czech Republic,Spain,1,1,1,2,0,2,0,0
2004-03-27,Coimbra,Portugal,Russia,2,3,0,0,2,1,1,1
2004-11-13,Windhoek,Namibia,Morocco,5,2,4,0,3,1,2,0
2004-05-16,Tokyo,Japan,Korea,3,0,2,0,3,0,2,0
2004-04-25,Santiago,Chile,Argentina,0,1,0,0,6,1,6,0
2004-04-25,Santiago,Uruguay,Venezuela,14,0,11,0,1,1,0,0
2004-04-28,Santiago,Argentina,Uruguay,10,1,8,0,1,0,1,1
2004-05-01,Santiago,Argentina,Venezuela,23,0,16,0,1,0,1,0
2004-05-01,Santiago,Chile,Uruguay,1,2,1,0,2,2,2,0
2004-05-27,Tokyo,Canada,United States of America,2,3,2,0,2,2,2,0
2004-05-27,Tokyo,Japan,Russia,2,5,2,0,2,0,1,0
2004-05-30,Tokyo,Russia,United States of America,1,2,0,0,4,4,3,1
2004-05-30,Tokyo,Japan,Canada,4,2,4,0,2,3,1,0
2004-06-13,Calgary,Canada,England A,3,2,1,0,8,0,4,0
2004-06-19,Edmonton,Canada,United States of America,4,2,3,0,5,0,2,0
2004-11-20,Madrid,Spain,Hungary,8,5,4,0,0,3,0,0
2005-02-13,Andorra la Vella,Andorra,Spain,0,0,0,0,3,5,3,0
2005-03-27,Ljubliana,Slovenia,Spain,0,2,0,0,11,1,9,0
2005-04-10,Madrid,Spain,Croatia,2,4,2,0,2,4,2,0
2005-11-13,Madrid,Spain,Poland,9,3,7,0,2,0,1,0
2005-11-19,Chisinau,Moldova,Spain,1,0,1,0,4,4,4,0
2006-03-11,Andorra la Vella,Andorra,Spain,0,0,0,0,4,3,1,0
2006-04-29,Madrid,Spain,Netherlands,3,1,3,0,1,2,1,0
2006-05-13,Heidelburg,Germany,Spain,2,2,1,0,0,2,0,0
2006-05-27,Madrid,Spain,Germany,5,1,4,0,1,1,1,0
2006-09-16,Prague,Czech Republic,Spain,2,0,1,0,3,4,3,0
2006-09-23,Odessa,Ukraine,Russia,1,2,0,0,3,2,2,0
2006-09-30,Moscow,Russia,Ukraine,4,3,4,0,3,0,1,0
2006-09-30,Madrid,Spain,Czech Republic,6,2,5,0,2,1,2,0
2004-10-30,Montevideo,Uruguay,Georgia,2,1,2,0,1,0,1,0
2004-10-30,Santiago,Chile,Portugal,0,1,0,2,3,2,2,1
2004-11-06,Montevideo,Uruguay,Portugal,4,2,2,0,0,1,0,0
2004-11-06,Santiago,Chile,Georgia,4,1,2,1,3,1,3,0
2004-11-20,Krasnodar,Russia,Georgia,2,1,1,0,4,0,2,1
2004-11-20,Odessa,Ukraine,Portugal,0,2,0,0,5,3,2,0
2004-11-27,Prague,Czech Republic,Romania,1,3,0,0,6,0,4,0
2005-02-05,Lisbon,Portugal,Georgia,2,2,1,0,1,2,0,1
2005-02-26,Tbilisi,Georgia,Ukraine,11,0,5,0,0,0,0,0
2005-02-26,Timisoara,Romania,Russia,5,2,1,0,1,1,1,0
2005-02-26,Lisbon,Portugal,Czech Republic,3,0,2,0,2,1,0,0
2005-03-12,Tbilisi,Georgia,Romania,2,2,2,0,1,2,1,0
2005-03-12,Prague,Czech Republic,Ukraine,5,3,4,0,1,0,0,0
2005-03-19,Bucharest,Romania,Ukraine,15,0,11,0,0,0,0,0
2005-03-19,Prague,Czech Republic,Russia,1,2,0,0,1,0,1,0
2005-06-04,Krasnoyarsk,Russia,Portugal,1,3,1,0,2,2,1,0
2005-06-11,Bucharest,Romania,Portugal,2,0,2,0,1,1,1,0
2005-06-12,Kutaisi,Georgia,Czech Republic,11,2,7,0,1,1,1,0
2005-11-12,Krasnodar,Russia,Czech Republic,7,3,4,0,2,0,1,0
2006-02-04,Tbilisi,Georgia,Russia,6,2,5,0,1,4,1,0
2006-02-25,Bucharest,Romania,Georgia,4,3,3,0,1,1,1,0
2006-03-11,Tbilisi,Georgia,Portugal,5,3,3,0,0,0,0,0
2006-03-11,La Teste,Czech Republic,Romania,0,1,0,0,8,0,5,0
2006-03-18,Lisbon,Portugal,Romania,0,1,0,0,4,1,2,0
2006-04-29,Odessa,Ukraine,Georgia,0,4,0,0,4,2,3,0
2006-05-13,Lisbon,Portugal,Ukraine,8,0,6,0,2,0,2,0
2006-05-20,Prague,Czech Republic,Portugal,2,0,0,0,2,2,1,0
2006-05-27,Kharkov,Ukraine,Russia,2,0,1,0,9,0,5,0
2006-06-03,Kiev,Ukraine,Romania,0,0,0,0,10,0,4,0
2006-06-10,Krasnoyarsk,Russia,Romania,3,2,2,0,2,4,1,0
2006-06-10,Prague,Czech Republic,Georgia,0,1,0,0,3,0,3,1
2004-06-10,Lisbon,Portugal,Barbarians,4,2,4,0,10,0,8,0
2004-03-27,Iasi,Romania,Georgia,2,5,0,0,2,2,1,0
2004-05-16,Tokyo,Japan,Korea,3,0,2,0,3,0,2,0
2004-06-05,Nuku A'lofa,Tonga,Fiji,4,0,3,0,3,2,3,0
2004-06-12,Suva,Fiji,Samoa,4,1,3,0,0,1,0,0
2004-11-20,Madrid,Spain,Hungary,8,5,4,0,0,3,0,0
2005-02-13,Andorra la Vella,Andorra,Spain,0,0,0,0,3,5,3,0
2005-03-27,Ljubliana,Slovenia,Spain,0,2,0,0,11,1,9,0
2005-04-10,Madrid,Spain,Croatia,2,4,2,0,2,4,2,0
2005-05-08,Tokyo,Japan,Hong Kong,12,3,11,0,0,1,0,0
2005-05-15,Kangwon,Korea,Japan,4,1,4,0,7,1,6,0
2005-06-25,Suva,Fiji,Tonga,1,4,1,0,1,2,0,0
2005-07-02,Apia,Samoa,Tonga,6,4,4,0,3,3,2,0
2005-07-09,Apia,Samoa,Fiji,3,4,3,1,1,1,1,0
2005-07-16,Nuku A'lofa,Tonga,Fiji,3,0,2,0,4,0,2,0
2005-07-22,Nuku A'lofa,Tonga,Samoa,1,4,1,0,3,3,3,0
2005-07-30,Suva,Fiji,Samoa,2,3,1,0,0,5,0,0
2005-11-13,Madrid,Spain,Poland,9,3,7,0,2,0,1,0
2005-11-19,Chisinau,Moldova,Spain,1,0,1,0,4,4,4,0
2006-03-11,Andorra la Vella,Andorra,Spain,0,0,0,0,4,3,1,0
2006-04-16,Tokyo,Japan,Arabian Gulf,13,1,7,0,0,2,0,1
2006-04-23,Tokyo,Japan,Korea,8,0,5,0,2,0,2,0
2006-04-29,Madrid,Spain,Netherlands,3,1,3,0,1,2,1,0
2006-05-13,Heidelburg,Germany,Spain,2,2,1,0,0,2,0,0
2006-05-27,Madrid,Spain,Germany,5,1,4,0,1,1,1,0
2006-05-27,Windhoek,Namibia,Kenya,12,0,12,0,2,0,1,0
2006-06-24,Bridgetown,Barbados,Canada,0,1,0,0,11,0,7,0
2006-06-24,Raratonga,Cook Islands,Tonga,1,1,1,0,13,0,6,0
2006-07-01,Santiago,Chile,Argentina,1,1,1,1,10,0,5,0
2006-07-01,Santa Clara,United States of America,Barbados,13,0,13,0,0,0,0,0
2006-07-08,Buenos Aires,Argentina,Uruguay,2,4,2,0,0,0,0,0
2006-07-22,Montevideo,Uruguay,Chile,6,3,2,0,2,1,1,0
2006-08-12,St John's,Canada,United States of America,7,3,6,0,1,0,1,0
2006-09-09,Nairobi,Kenya,Namibia,6,0,0,0,3,3,1,0
2006-09-16,Prague,Czech Republic,Spain,2,0,1,0,3,4,3,0
2006-09-23,Odessa,Ukraine,Russia,1,2,0,0,3,2,2,0
2006-09-30,Moscow,Russia,Ukraine,4,3,4,0,3,0,1,0
2006-09-30,Madrid,Spain,Czech Republic,6,2,5,0,2,1,2,0
2006-09-30,Montevideo,Uruguay,United States of America,1,2,1,0,5,3,4,0
2006-10-07,Bucharest,Romania,Georgia,1,5,0,0,1,1,0,0
2006-10-07,L'Aquila,Italy,Portugal,13,0,9,0,0,0,0,0
2006-10-07,Stanford,United States of America,Uruguay,4,3,2,0,1,0,1,0
2006-10-14,Moscow,Russia,Italy,1,0,1,0,9,2,8,0
2006-10-14,Madrid,Spain,Romania,3,0,1,1,6,1,5,0
2006-10-28,Tbilisi,Georgia,Spain,4,2,4,1,2,3,2,0
2006-10-28,Windhoek,Namibia,Morocco,3,2,2,0,1,0,1,0
2006-11-11,Casablanca,Morocco,Namibia,1,0,0,1,4,1,2,0
2006-11-11,Tbilisi,Georgia,Portugal,2,1,2,0,0,1,0,0
2006-11-18,Hong Kong,Hong Kong,Japan,0,1,0,0,9,1,2,0
2006-11-25,Hong Kong,Japan,Korea,8,0,7,0,0,0,0,0
2006-11-25,Lisbon,Portugal,Georgia,1,2,0,0,1,2,0,0
2007-01-20,Casablanca,Morocco,Portugal,1,0,0,0,1,1,1,0
2007-01-27,Lisbon,Portugal,Morocco,1,3,1,0,2,1,1,0
2007-02-10,Henderson,Korea,Tonga,0,1,0,0,13,0,10,0
2007-03-10,Lisbon,Portugal,Uruguay,2,0,1,0,1,0,0,0
2007-03-24,Montevideo,Uruguay,Portugal,2,2,1,0,0,4,0,0
2005-02-05,Stade de France,France,Scotland,1,2,1,1,0,3,0,0
2005-02-05,Millennium Stadium,Wales,England,1,2,0,0,0,3,0,0
2005-02-06,Rome,Italy,Ireland,1,4,0,0,3,3,2,0
2005-02-12,Rome,Italy,Wales,1,1,0,0,6,0,4,0
2005-02-12,Murrayfield,Scotland,Ireland,2,1,0,0,5,3,3,0
2005-02-13,Twickenham,England,France,2,1,2,0,0,6,0,0
2005-02-26,Murrayfield,Scotland,Italy,0,6,0,0,1,1,1,0
2005-02-26,Stade de France,France,Wales,2,1,1,1,2,3,1,1
2005-02-27,Lansdowne Road,Ireland,England,1,2,1,2,1,1,1,1
2005-03-12,Lansdowne Road,Ireland,France,1,4,1,0,3,2,1,1
2005-03-12,Twickenham,England,Italy,6,1,3,0,1,0,1,0
2005-03-13,Murrayfield,Scotland,Wales,3,1,2,0,6,2,5,0
2005-03-19,Rome,Italy,France,1,2,1,0,7,3,6,0
2005-03-19,Millennium Stadium,Wales,Ireland,2,5,2,1,2,2,2,0
2005-03-19,Twickenham,England,Scotland,7,0,4,0,3,1,2,0
2005-07-30,Pretoria,South Africa,Australia,1,3,1,2,1,3,1,0
2005-08-06,Cape Town,South Africa,New Zealand,1,4,1,1,1,3,1,0
2005-08-13,Sydney,Australia,New Zealand,1,2,1,0,3,3,3,0
2005-08-20,Perth,Australia,South Africa,1,4,1,0,2,3,0,1
2005-08-27,Dunedin,New Zealand,South Africa,4,1,4,0,3,2,3,0
2005-09-03,Auckland,New Zealand,Australia,4,4,1,0,4,0,2,0
2005-04-16,Montevideo,Uruguay,Japan,4,0,2,0,2,1,1,1
2005-04-23,Buenos Aires,Argentina,Japan,9,3,7,0,4,3,2,1
2005-05-23,Millennium Stadium,British and Irish Lions,Argentina,1,6,1,0,1,6,1,0
2005-07-02,Calgary,Canada,Argentina,1,5,1,0,2,1,1,0
2005-11-12,Murrayfield,Scotland,Argentina,1,3,1,1,2,3,2,0
2005-11-19,Genova,Italy,Argentina,1,5,1,0,4,5,2,0
2005-06-25,Christchurch,New Zealand,British and Irish Lions,2,3,1,0,0,1,0,0
2005-07-02,Wellington,New Zealand,British and Irish Lions,5,5,4,0,2,2,1,0
2005-07-09,Auckland,New Zealand,British and Irish Lions,5,1,5,0,1,4,1,0
2005-06-10,North Shore City,New Zealand,Fiji,15,0,8,0,0,0,0,0
2005-11-11,Millennium Stadium,Wales,Fiji,1,1,0,1,1,0,1,1
2005-11-19,Lisbon,Portugal,Fiji,2,1,2,0,4,0,3,0
2005-11-26,Monza,Italy,Fiji,2,3,2,0,1,1,0,0
2005-06-18,Durban,South Africa,France,3,2,3,1,4,1,2,1
2005-06-25,Port Elizabeth,South Africa,France,3,2,3,0,1,2,1,0
2005-07-02,Brisbane,Australia,France,6,1,2,0,4,1,4,0
2005-06-12,Osaka,Japan,Ireland,0,4,0,0,4,6,3,0
2005-06-19,Tokyo,Japan,Ireland,2,2,1,0,7,0,6,0
2005-06-11,Salta,Argentina,Italy,2,7,2,0,0,6,0,1
2005-06-17,Cordoba,Argentina,Italy,2,5,2,0,3,3,3,0
2005-06-25,Melbourne,Australia,Italy,11,0,7,0,3,0,3,0
2005-06-11,Sydney,Australia,Samoa,12,0,7,0,1,0,1,0
2005-11-20,Murrayfield,Scotland,Samoa,2,2,1,0,1,2,0,0
2005-11-26,Twickenham,England,Samoa,5,3,3,0,0,1,0,0
2005-12-03,Buenos Aires,Argentina,Samoa,2,0,1,0,3,2,2,1
2005-06-05,Bucharest,Romania,Scotland,1,4,1,0,6,1,3,0
2005-06-11,East London,South Africa,Uruguay,21,1,13,0,0,1,0,0
2005-06-04,Hartford,United States of America,Wales,0,1,0,0,11,0,11,0
2005-06-11,Toronto,Canada,Wales,0,1,0,0,9,1,6,0
2005-07-23,Johannesburg,South Africa,Australia,3,4,3,0,3,1,1,0
2005-11-05,Marseille,France,Australia,2,4,2,0,1,3,1,0
2005-11-12,Twickenham,England,Australia,2,3,2,1,1,3,1,0
2005-11-19,Lansdowne Road,Ireland,Australia,1,3,0,0,3,3,3,0
2005-11-26,Millennium Stadium,Wales,Australia,2,4,1,0,3,1,2,0
2005-07-09,Sydney,Australia,South Africa,5,1,1,0,0,4,0,0
2005-11-05,Buenos Aires,Argentina,South Africa,3,2,1,0,3,4,2,1
2005-11-19,Millennium Stadium,Wales,South Africa,1,3,1,0,4,3,2,0
2005-11-26,Stade de France,France,South Africa,3,3,1,0,2,2,2,0
2005-11-12,Nantes,France,Canada,7,3,3,0,0,2,0,0
2005-11-19,Bucharest,Romania,Canada,3,1,2,0,2,2,2,0
2005-11-05,Millennium Stadium,Wales,New Zealand,0,1,0,0,5,2,5,0
2005-11-12,Lansdowne Road,Ireland,New Zealand,1,0,1,0,5,4,4,0
2005-11-19,Twickenham,England,New Zealand,1,4,1,0,2,3,2,0
2005-11-26,Murrayfield,Scotland,New Zealand,1,1,1,0,4,1,3,0
2005-11-26,Lansdowne Road,Ireland,Romania,6,1,5,0,0,4,0,0
2005-11-12,Prato,Italy,Tonga,7,1,5,0,0,0,0,0
2005-11-19,Toulouse,France,Tonga,5,4,3,0,1,0,0,1
2005-02-12,Murrayfield,Scotland,Ireland,2,1,0,0,5,3,3,0
2005-02-27,Lansdowne Road,Ireland,England,1,2,1,2,1,1,1,1
2005-03-19,Twickenham,England,Scotland,7,0,4,0,3,1,2,0
2005-07-09,Sydney,Australia,South Africa,5,1,1,0,0,4,0,0
2005-07-23,Johannesburg,South Africa,Australia,3,4,3,0,3,1,1,0
2005-07-02,Brisbane,Australia,France,6,1,2,0,4,1,4,0
2005-11-05,Marseille,France,Australia,2,4,2,0,1,3,1,0
2005-08-13,Sydney,Australia,New Zealand,1,2,1,0,3,3,3,0
2005-09-03,Auckland,New Zealand,Australia,4,4,1,0,4,0,2,0
2005-11-12,Twickenham,England,Australia,2,3,2,1,1,3,1,0
2005-11-19,Lansdowne Road,Ireland,Australia,1,3,0,0,3,3,3,0
2004-11-20,Madrid,Spain,Hungary,8,5,4,0,0,3,0,0
2005-02-13,Andorra la Vella,Andorra,Spain,0,0,0,0,3,5,3,0
2005-03-27,Ljubliana,Slovenia,Spain,0,2,0,0,11,1,9,0
2005-04-10,Madrid,Spain,Croatia,2,4,2,0,2,4,2,0
2005-11-13,Madrid,Spain,Poland,9,3,7,0,2,0,1,0
2005-11-19,Chisinau,Moldova,Spain,1,0,1,0,4,4,4,0
2006-03-11,Andorra la Vella,Andorra,Spain,0,0,0,0,4,3,1,0
2006-04-29,Madrid,Spain,Netherlands,3,1,3,0,1,2,1,0
2006-05-13,Heidelburg,Germany,Spain,2,2,1,0,0,2,0,0
2006-05-27,Madrid,Spain,Germany,5,1,4,0,1,1,1,0
2006-09-16,Prague,Czech Republic,Spain,2,0,1,0,3,4,3,0
2006-09-23,Odessa,Ukraine,Russia,1,2,0,0,3,2,2,0
2006-09-30,Moscow,Russia,Ukraine,4,3,4,0,3,0,1,0
2006-09-30,Madrid,Spain,Czech Republic,6,2,5,0,2,1,2,0
2004-11-20,Krasnodar,Russia,Georgia,2,1,1,0,4,0,2,1
2004-11-20,Odessa,Ukraine,Portugal,0,2,0,0,5,3,2,0
2004-11-27,Prague,Czech Republic,Romania,1,3,0,0,6,0,4,0
2005-02-05,Lisbon,Portugal,Georgia,2,2,1,0,1,2,0,1
2005-02-26,Tbilisi,Georgia,Ukraine,11,0,5,0,0,0,0,0
2005-02-26,Timisoara,Romania,Russia,5,2,1,0,1,1,1,0
2005-02-26,Lisbon,Portugal,Czech Republic,3,0,2,0,2,1,0,0
2005-03-12,Tbilisi,Georgia,Romania,2,2,2,0,1,2,1,0
2005-03-12,Prague,Czech Republic,Ukraine,5,3,4,0,1,0,0,0
2005-03-19,Bucharest,Romania,Ukraine,15,0,11,0,0,0,0,0
2005-03-19,Prague,Czech Republic,Russia,1,2,0,0,1,0,1,0
2005-06-04,Krasnoyarsk,Russia,Portugal,1,3,1,0,2,2,1,0
2005-06-11,Bucharest,Romania,Portugal,2,0,2,0,1,1,1,0
2005-06-12,Kutaisi,Georgia,Czech Republic,11,2,7,0,1,1,1,0
2005-11-12,Krasnodar,Russia,Czech Republic,7,3,4,0,2,0,1,0
2006-02-04,Tbilisi,Georgia,Russia,6,2,5,0,1,4,1,0
2006-02-25,Bucharest,Romania,Georgia,4,3,3,0,1,1,1,0
2006-03-11,Tbilisi,Georgia,Portugal,5,3,3,0,0,0,0,0
2006-03-11,La Teste,Czech Republic,Romania,0,1,0,0,8,0,5,0
2006-03-18,Lisbon,Portugal,Romania,0,1,0,0,4,1,2,0
2006-04-29,Odessa,Ukraine,Georgia,0,4,0,0,4,2,3,0
2006-05-13,Lisbon,Portugal,Ukraine,8,0,6,0,2,0,2,0
2006-05-20,Prague,Czech Republic,Portugal,2,0,0,0,2,2,1,0
2006-05-27,Kharkov,Ukraine,Russia,2,0,1,0,9,0,5,0
2006-06-03,Kiev,Ukraine,Romania,0,0,0,0,10,0,4,0
2006-06-10,Krasnoyarsk,Russia,Romania,3,2,2,0,2,4,1,0
2006-06-10,Prague,Czech Republic,Georgia,0,1,0,0,3,0,3,1
2005-10-01,Windhoek,Namibia,Madagascar,8,1,6,0,2,1,2,0
2005-11-06,Casablanca,Morocco,Namibia,8,1,3,0,0,0,0,0
2005-05-08,Buenos Aires,Argentina,Chile,8,0,4,0,1,2,1,0
2005-05-11,Buenos Aires,Chile,Uruguay,3,2,2,0,5,1,3,0
2005-05-15,Buenos Aires,Argentina,Uruguay,5,0,1,0,2,3,1,0
2005-05-25,Tokyo,Canada,United States of America,3,3,3,0,2,4,2,0
2005-05-25,Tokyo,Japan,Romania,2,2,2,1,1,3,1,0
2005-05-29,Tokyo,Romania,United States of America,2,4,0,0,3,3,2,0
2005-05-29,Tokyo,Japan,Canada,1,0,1,1,2,1,1,0
2005-06-19,Edmonton,Argentina Jaguares,United States of America,5,1,3,0,3,3,3,0
2005-06-19,Edmonton,Canada,England XV,1,0,0,0,5,0,2,0
2005-06-26,Edmonton,Canada,United States of America,1,4,1,0,2,2,2,0
2005-11-05,Lisbon,Portugal,Chile,5,0,3,0,0,5,0,1
2005-11-12,Tbilisi,Georgia,Chile,4,1,3,0,0,2,0,0
2005-11-12,Lisbon,Portugal,Uruguay,2,2,2,0,0,2,0,0
2005-06-18,Montevideo,Uruguay,English Counties,0,3,0,0,5,0,2,0
2005-06-03,Suva,Fiji,New Zealand Maori,4,1,2,0,4,1,3,0
2005-11-05,Tokyo,Japan,Spain,5,2,5,1,3,2,1,2
2005-03-12,Tbilisi,Georgia,Romania,2,2,2,0,1,2,1,0
2004-05-16,Tokyo,Japan,Korea,3,0,2,0,3,0,2,0
2004-06-05,Nuku A'lofa,Tonga,Fiji,4,0,3,0,3,2,3,0
2004-06-12,Suva,Fiji,Samoa,4,1,3,0,0,1,0,0
2004-11-20,Madrid,Spain,Hungary,8,5,4,0,0,3,0,0
2005-02-13,Andorra la Vella,Andorra,Spain,0,0,0,0,3,5,3,0
2005-03-27,Ljubliana,Slovenia,Spain,0,2,0,0,11,1,9,0
2005-04-10,Madrid,Spain,Croatia,2,4,2,0,2,4,2,0
2005-05-08,Tokyo,Japan,Hong Kong,12,3,11,0,0,1,0,0
2005-05-15,Kangwon,Korea,Japan,4,1,4,0,7,1,6,0
2005-06-25,Suva,Fiji,Tonga,1,4,1,0,1,2,0,0
2005-07-02,Apia,Samoa,Tonga,6,4,4,0,3,3,2,0
2005-07-09,Apia,Samoa,Fiji,3,4,3,1,1,1,1,0
2005-07-16,Nuku A'lofa,Tonga,Fiji,3,0,2,0,4,0,2,0
